"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"chr14-61568689-61571349",6.05076665752999e-123,0.570705411914537,0.282,0.011,5.29811179299984e-118,"CD14+ Mono","chr14-61568689-61571349"
"chr10-80516218-80517307",1.19512503334976e-122,0.573889631766285,0.312,0.021,1.04646343045138e-117,"CD14+ Mono","chr10-80516218-80517307"
"chr16-31362704-31364413",1.78695704879513e-122,0.570853270895624,0.343,0.035,1.5646774614955e-117,"CD14+ Mono","chr16-31362704-31364413"
"chr20-35436889-35437823",5.10397448465342e-122,0.574285510076008,0.312,0.025,4.46909109850738e-117,"CD14+ Mono","chr20-35436889-35437823"
"chr6-11350209-11351401",1.91090251039124e-121,0.566902315343703,0.303,0.018,1.67320534712367e-116,"CD14+ Mono","chr6-11350209-11351401"
"chr17-1986613-1987780",2.6998128208669e-121,0.572284644935055,0.302,0.017,2.36398310407926e-116,"CD14+ Mono","chr17-1986613-1987780"
"chr1-226221153-226222808",4.02505182819038e-121,0.573773108174362,0.302,0.019,3.52437563128178e-116,"CD14+ Mono","chr1-226221153-226222808"
"chr17-80172776-80176063",5.58823394627926e-121,0.501266597632521,0.52,0.147,4.89311352570159e-116,"CD14+ Mono","chr17-80172776-80176063"
"chr20-30638732-30641507",6.0711725982932e-121,0.556403056597193,0.383,0.05,5.31597943879151e-116,"CD14+ Mono","chr20-30638732-30641507"
"chr10-106006266-106007747",9.1462478877707e-121,0.575659316698515,0.304,0.019,8.0085461130109e-116,"CD14+ Mono","chr10-106006266-106007747"
"chr5-171559959-171561214",1.16924634207162e-120,0.5718683161053,0.344,0.038,1.02380378958133e-115,"CD14+ Mono","chr5-171559959-171561214"
"chr12-29394707-29396331",1.4318198400429e-120,0.565290806239875,0.288,0.013,1.25371577013997e-115,"CD14+ Mono","chr12-29394707-29396331"
"chr9-91538198-91539306",2.32180382410924e-120,0.571857866663026,0.294,0.017,2.03299464642829e-115,"CD14+ Mono","chr9-91538198-91539306"
"chr1-183573018-183574469",6.97755098112796e-120,0.566305411176247,0.307,0.02,6.10961341458545e-115,"CD14+ Mono","chr1-183573018-183574469"
"chr20-23106030-23107725",3.70261910286727e-119,0.567147808338576,0.28,0.012,3.24205031266161e-114,"CD14+ Mono","chr20-23106030-23107725"
"chr19-47032558-47034399",2.14781111910906e-118,0.554459030972591,0.368,0.06,1.88064489400308e-113,"CD14+ Mono","chr19-47032558-47034399"
"chr8-579012-581571",2.56017691096563e-118,0.558070569347473,0.352,0.042,2.24171650501062e-113,"CD14+ Mono","chr8-579012-581571"
"chr4-85886830-85888835",8.26291409115381e-118,0.560742735810118,0.304,0.021,7.23509020735519e-113,"CD14+ Mono","chr4-85886830-85888835"
"chr5-79420948-79423410",1.41816044660961e-117,0.555849821398563,0.322,0.032,1.24175546865584e-112,"CD14+ Mono","chr5-79420948-79423410"
"chr22-50741821-50748046",2.31422084657257e-117,0.526997859479844,0.446,0.103,2.0263549154674e-112,"CD14+ Mono","chr22-50741821-50748046"
"chr19-44178083-44180019",3.46132117528417e-117,0.562374735668035,0.331,0.034,3.03076743429057e-112,"CD14+ Mono","chr19-44178083-44180019"
"chr1-33457377-33459237",4.57057017703253e-117,0.548211509349691,0.376,0.054,4.00203695271145e-112,"CD14+ Mono","chr1-33457377-33459237"
"chr3-193805991-193807955",5.04735074706275e-117,0.563804469106441,0.303,0.022,4.41951078763562e-112,"CD14+ Mono","chr3-193805991-193807955"
"chr11-76340147-76341947",5.51909169078034e-117,0.547085668254846,0.382,0.057,4.83257187536417e-112,"CD14+ Mono","chr11-76340147-76341947"
"chr6-2852833-2855697",1.49905686042307e-116,0.513662904302918,0.453,0.119,1.31258917755504e-111,"CD14+ Mono","chr6-2852833-2855697"
"chr1-17956169-17958037",1.78304875267741e-116,0.558548414343209,0.29,0.017,1.56125531833187e-111,"CD14+ Mono","chr1-17956169-17958037"
"chr4-1294324-1295609",2.51989461977493e-116,0.56576610723507,0.288,0.015,2.20644492802113e-111,"CD14+ Mono","chr4-1294324-1295609"
"chr11-61738736-61741454",4.38837445379934e-116,0.555920505476904,0.341,0.04,3.84250455549124e-111,"CD14+ Mono","chr11-61738736-61741454"
"chr9-110399033-110401670",5.02663083403061e-116,0.552793403663913,0.317,0.027,4.40136822458554e-111,"CD14+ Mono","chr9-110399033-110401670"
"chr2-47260813-47263094",5.4130447021034e-116,0.563408709130492,0.337,0.037,4.73971607160876e-111,"CD14+ Mono","chr2-47260813-47263094"
"chr1-110363628-110365672",2.1916535033447e-115,0.551975127369948,0.284,0.017,1.91903372406365e-110,"CD14+ Mono","chr1-110363628-110365672"
"chr12-66580775-66585516",3.07556426235535e-115,0.53209235617036,0.385,0.069,2.69299482376096e-110,"CD14+ Mono","chr12-66580775-66585516"
"chr12-6276325-6279026",3.59140688532492e-115,0.549059722918679,0.334,0.038,3.14467178285935e-110,"CD14+ Mono","chr12-6276325-6279026"
"chr13-31286824-31287891",8.17035863455774e-115,0.560510045025578,0.309,0.024,7.1540477240051e-110,"CD14+ Mono","chr13-31286824-31287891"
"chr6-138167525-138168678",1.83656896444913e-114,0.56467146144533,0.311,0.025,1.6081181509613e-109,"CD14+ Mono","chr6-138167525-138168678"
"chr3-159646319-159648044",2.58185188400985e-114,0.564006036142477,0.313,0.026,2.26069532815786e-109,"CD14+ Mono","chr3-159646319-159648044"
"chr9-132535560-132536522",2.78411134289774e-114,0.56005233881618,0.284,0.017,2.43779573295469e-109,"CD14+ Mono","chr9-132535560-132536522"
"chr10-73397415-73398958",3.79276008903004e-114,0.559917421095225,0.287,0.018,3.3209786615556e-109,"CD14+ Mono","chr10-73397415-73398958"
"chr8-126524646-126526013",4.36037856878521e-114,0.552361358805917,0.332,0.036,3.81799107861401e-109,"CD14+ Mono","chr8-126524646-126526013"
"chr20-10651948-10655868",1.07048746073979e-113,0.513200096754983,0.449,0.095,9.37329525498366e-109,"CD14+ Mono","chr20-10651948-10655868"
"chr11-65542834-65544415",2.95883862089749e-113,0.560377489008089,0.27,0.013,2.59078868484405e-108,"CD14+ Mono","chr11-65542834-65544415"
"chr17-7033797-7037642",4.70460570131463e-113,0.522691654601648,0.429,0.1,4.1193997981281e-108,"CD14+ Mono","chr17-7033797-7037642"
"chr10-134401641-134403087",7.0069448915221e-113,0.539965146717937,0.361,0.05,6.13535101646567e-108,"CD14+ Mono","chr10-134401641-134403087"
"chr18-2844880-2849127",8.98669300896187e-113,0.512510960503387,0.445,0.107,7.8688382655771e-108,"CD14+ Mono","chr18-2844880-2849127"
"chr22-39363369-39364449",2.132840640278e-112,0.557794214615919,0.29,0.02,1.86753659303382e-107,"CD14+ Mono","chr22-39363369-39364449"
"chr5-139043369-139044772",2.87754763253684e-112,0.549990565978451,0.312,0.032,2.51960948252558e-107,"CD14+ Mono","chr5-139043369-139044772"
"chr17-9965997-9967851",3.80081885274942e-112,0.548186810568213,0.333,0.038,3.32803499565592e-107,"CD14+ Mono","chr17-9965997-9967851"
"chr19-52287993-52288869",3.90882298470359e-112,0.56234459460587,0.286,0.019,3.42260449363631e-107,"CD14+ Mono","chr19-52287993-52288869"
"chr1-120189510-120191374",6.41350194736238e-112,0.554875384036052,0.29,0.022,5.61572644012997e-107,"CD14+ Mono","chr1-120189510-120191374"
"chr2-127821916-127823184",6.4951650863046e-112,0.552846613094948,0.319,0.036,5.68723150121917e-107,"CD14+ Mono","chr2-127821916-127823184"
"chr5-90458004-90459290",1.33303240958235e-111,0.553003068730581,0.327,0.04,1.1672165081544e-106,"CD14+ Mono","chr5-90458004-90459290"
"chr1-209830288-209831197",2.41426931039502e-111,0.55917500921205,0.276,0.016,2.11395835087498e-106,"CD14+ Mono","chr1-209830288-209831197"
"chr14-99501321-99505327",3.179139342244e-111,0.545167086237959,0.288,0.019,2.78368619946227e-106,"CD14+ Mono","chr14-99501321-99505327"
"chr4-26289334-26290709",6.71986151325828e-111,0.55268479171282,0.264,0.013,5.88397793962409e-106,"CD14+ Mono","chr4-26289334-26290709"
"chr1-112275598-112277160",7.00985624300152e-111,0.550439338841518,0.292,0.023,6.13790022493456e-106,"CD14+ Mono","chr1-112275598-112277160"
"chr16-57926382-57928432",1.08947526623546e-110,0.548660537975713,0.269,0.013,9.53955437868431e-106,"CD14+ Mono","chr16-57926382-57928432"
"chr11-107798536-107800956",1.49865387540189e-110,0.516315119129101,0.435,0.096,1.31223631984065e-105,"CD14+ Mono","chr11-107798536-107800956"
"chr6-11323404-11324655",1.51910467713486e-110,0.555856218652265,0.299,0.024,1.33014324634605e-105,"CD14+ Mono","chr6-11323404-11324655"
"chr3-57967170-57970279",1.57095288249924e-110,0.548248716977657,0.315,0.031,1.37554205344516e-105,"CD14+ Mono","chr3-57967170-57970279"
"chr9-115622791-115627005",2.26817580738298e-110,0.545446943933236,0.3,0.025,1.98603741870261e-105,"CD14+ Mono","chr9-115622791-115627005"
"chr2-240421956-240423602",2.4015438570647e-110,0.544624192242598,0.257,0.009,2.10281581668443e-105,"CD14+ Mono","chr2-240421956-240423602"
"chrX-1358378-1359340",3.69383998088594e-110,0.548687337549508,0.343,0.044,3.23436322566354e-105,"CD14+ Mono","chrX-1358378-1359340"
"chr11-9294732-9295900",1.06182585371725e-109,0.555338248934485,0.277,0.017,9.29745335773362e-105,"CD14+ Mono","chr11-9294732-9295900"
"chr16-86015820-86019553",1.71884205260227e-109,0.546248516803454,0.319,0.036,1.50503528967908e-104,"CD14+ Mono","chr16-86015820-86019553"
"chr20-5046142-5047164",3.03001178181653e-109,0.550743479933582,0.27,0.015,2.65310861627637e-104,"CD14+ Mono","chr20-5046142-5047164"
"chr11-1802128-1804853",4.13973241878581e-109,0.544490671491868,0.292,0.022,3.62479110321304e-104,"CD14+ Mono","chr11-1802128-1804853"
"chr12-125211412-125212501",5.78013972100885e-109,0.548416793249227,0.268,0.013,5.06114814111256e-104,"CD14+ Mono","chr12-125211412-125212501"
"chr1-234792568-234793575",5.78898359998104e-109,0.552786309959471,0.272,0.015,5.06889192997939e-104,"CD14+ Mono","chr1-234792568-234793575"
"chr21-39661413-39662254",6.11734603040283e-109,0.543004562690951,0.271,0.015,5.35640935768103e-104,"CD14+ Mono","chr21-39661413-39662254"
"chr1-110158128-110160536",9.42948299359729e-109,0.526089294037176,0.368,0.06,8.25654960402373e-104,"CD14+ Mono","chr1-110158128-110160536"
"chr3-41012456-41013824",1.91956744014222e-108,0.545107314090661,0.306,0.03,1.68079244626293e-103,"CD14+ Mono","chr3-41012456-41013824"
"chr10-81024909-81028506",2.1650978105825e-108,0.530992318585788,0.363,0.059,1.89578129392414e-103,"CD14+ Mono","chr10-81024909-81028506"
"chr16-73102235-73103350",4.43632726807631e-108,0.548020935416603,0.276,0.017,3.8844925192003e-103,"CD14+ Mono","chr16-73102235-73103350"
"chr6-163775017-163777948",4.54950815886452e-108,0.533975391106058,0.309,0.03,3.98359483898336e-103,"CD14+ Mono","chr6-163775017-163777948"
"chr15-70754906-70756203",5.01158830581837e-108,0.549987219703596,0.275,0.019,4.38819683645763e-103,"CD14+ Mono","chr15-70754906-70756203"
"chr7-157646589-157647727",6.59965747152062e-108,0.55081561672354,0.276,0.018,5.77872607863817e-103,"CD14+ Mono","chr7-157646589-157647727"
"chr17-25571167-25572800",7.47681136362874e-108,0.537543548735015,0.304,0.029,6.54677079810696e-103,"CD14+ Mono","chr17-25571167-25572800"
"chr22-30216866-30218224",1.16650099121518e-107,0.540641007069927,0.263,0.013,1.02139993291793e-102,"CD14+ Mono","chr22-30216866-30218224"
"chr7-151492439-151495370",1.28096764226202e-107,0.553180701640933,0.292,0.026,1.12162807724104e-102,"CD14+ Mono","chr7-151492439-151495370"
"chr7-106064830-106066228",2.33152206428968e-107,0.543474992366301,0.283,0.024,2.04150403471269e-102,"CD14+ Mono","chr7-106064830-106066228"
"chr12-32638224-32639551",8.06007653175537e-107,0.544879574621666,0.277,0.019,7.05748361197032e-102,"CD14+ Mono","chr12-32638224-32639551"
"chr1-15587133-15588519",8.47745366230513e-107,0.547105699074457,0.28,0.019,7.42294320125099e-102,"CD14+ Mono","chr1-15587133-15588519"
"chr8-56884686-56886281",1.04261922392165e-106,0.530865384574602,0.357,0.056,9.12927818658036e-102,"CD14+ Mono","chr8-56884686-56886281"
"chr2-230280573-230281663",1.80469730247511e-106,0.546178473293182,0.267,0.016,1.58021100502023e-101,"CD14+ Mono","chr2-230280573-230281663"
"chr8-134162085-134163413",1.89200132611761e-106,0.537845455281332,0.286,0.022,1.65665528116184e-101,"CD14+ Mono","chr8-134162085-134163413"
"chr19-11434334-11435775",1.96697104749483e-106,0.539738724388282,0.301,0.031,1.72229951889695e-101,"CD14+ Mono","chr19-11434334-11435775"
"chr3-192674900-192676099",2.51626364652426e-106,0.544125815776675,0.264,0.016,2.2032656115331e-101,"CD14+ Mono","chr3-192674900-192676099"
"chr8-28565452-28566559",2.56443638924213e-106,0.540124412767188,0.275,0.018,2.2454461467843e-101,"CD14+ Mono","chr8-28565452-28566559"
"chr1-161186258-161188707",2.91468513811457e-106,0.519846009409995,0.383,0.072,2.5521274537845e-101,"CD14+ Mono","chr1-161186258-161188707"
"chr22-42826304-42828825",4.14111813379278e-106,0.54246734401459,0.29,0.024,3.6260044491303e-101,"CD14+ Mono","chr22-42826304-42828825"
"chr9-115949960-115951115",5.5926147590541e-106,0.547817691884909,0.264,0.014,4.89694940917536e-101,"CD14+ Mono","chr9-115949960-115951115"
"chr10-17257972-17259519",5.99435508402301e-106,0.526893390203327,0.358,0.062,5.24871725512139e-101,"CD14+ Mono","chr10-17257972-17259519"
"chr12-10319761-10320883",6.21828279928187e-106,0.540465044093822,0.27,0.017,5.4447906018792e-101,"CD14+ Mono","chr12-10319761-10320883"
"chr11-47412260-47413704",1.76869228970875e-105,0.542755689803348,0.274,0.02,1.54868465579188e-100,"CD14+ Mono","chr11-47412260-47413704"
"chr6-30749165-30750595",2.47141832613523e-105,0.541935895365796,0.299,0.029,2.16399860054727e-100,"CD14+ Mono","chr6-30749165-30750595"
"chr6-11206793-11208121",2.62556138533508e-105,0.538980302313509,0.278,0.022,2.29896780461325e-100,"CD14+ Mono","chr6-11206793-11208121"
"chr1-66860761-66863340",6.31655994842678e-105,0.540441139216961,0.323,0.038,5.53084305644197e-100,"CD14+ Mono","chr1-66860761-66863340"
"chr17-25857856-25860389",9.87170575155201e-105,0.539426827878862,0.282,0.021,8.64376427311646e-100,"CD14+ Mono","chr17-25857856-25860389"
"chr17-942580-944438",9.90232535711101e-105,0.538318457883688,0.262,0.015,8.67057510593997e-100,"CD14+ Mono","chr17-942580-944438"
"chr7-2797014-2798411",2.42753118228153e-104,0.538890700805918,0.272,0.02,2.12557057851753e-99,"CD14+ Mono","chr7-2797014-2798411"
"chr2-174888507-174890383",3.05137040288665e-104,0.53951768198545,0.256,0.013,2.67181043847158e-99,"CD14+ Mono","chr2-174888507-174890383"
"chr5-171788278-171789265",4.03074548600044e-104,0.533182873084188,0.268,0.017,3.52936105499684e-99,"CD14+ Mono","chr5-171788278-171789265"
"chr17-1492033-1494376",4.42836305804121e-104,0.536361134541402,0.253,0.012,3.87751897725147e-99,"CD14+ Mono","chr17-1492033-1494376"
"chr5-6765702-6767399",1.02689558728864e-103,0.53431261393837,0.304,0.037,8.99160045185806e-99,"CD14+ Mono","chr5-6765702-6767399"
"chr13-32524257-32526021",1.1682910703318e-103,0.532132352085611,0.311,0.038,1.02296734409322e-98,"CD14+ Mono","chr13-32524257-32526021"
"chr3-49285607-49286934",1.52033664934904e-103,0.540151715312829,0.255,0.013,1.33122197353651e-98,"CD14+ Mono","chr3-49285607-49286934"
"chr2-185461450-185465018",1.68421824572862e-103,0.52510797146509,0.344,0.047,1.47471833814244e-98,"CD14+ Mono","chr2-185461450-185465018"
"chr11-121445656-121446757",2.48309483020656e-103,0.533553130949969,0.264,0.016,2.17422266427717e-98,"CD14+ Mono","chr11-121445656-121446757"
"chr21-43098606-43099712",9.31473163016494e-103,0.534952599993725,0.251,0.013,8.15607216268872e-98,"CD14+ Mono","chr21-43098606-43099712"
"chr20-352266-354656",1.10302966802652e-102,0.540276686045308,0.26,0.015,9.658238076207e-98,"CD14+ Mono","chr20-352266-354656"
"chr12-125197383-125199002",1.28346660532359e-102,0.516033620228148,0.359,0.064,1.12381619428739e-97,"CD14+ Mono","chr12-125197383-125199002"
"chr12-26427274-26428369",2.03147718149344e-102,0.542953244239482,0.266,0.018,1.77878173488747e-97,"CD14+ Mono","chr12-26427274-26428369"
"chr2-219597448-219599280",3.36197307154807e-102,0.533117562029034,0.254,0.013,2.9437772411782e-97,"CD14+ Mono","chr2-219597448-219599280"
"chr2-70212425-70213649",3.51504633308004e-102,0.538334932086592,0.278,0.025,3.07780971970822e-97,"CD14+ Mono","chr2-70212425-70213649"
"chr20-47388172-47391785",4.7574367677763e-102,0.522246324722909,0.337,0.055,4.16565920823261e-97,"CD14+ Mono","chr20-47388172-47391785"
"chr6-106327715-106328644",6.46336788031516e-102,0.533829796945515,0.26,0.014,5.65938954968275e-97,"CD14+ Mono","chr6-106327715-106328644"
"chr7-105984904-105988375",6.96528699560738e-102,0.501905716189376,0.386,0.089,6.09887494622378e-97,"CD14+ Mono","chr7-105984904-105988375"
"chr20-30656417-30657321",1.44460201958916e-101,0.537205726300871,0.251,0.011,1.26490797437247e-96,"CD14+ Mono","chr20-30656417-30657321"
"chr13-111172637-111174757",2.54134389764196e-101,0.529138286127994,0.256,0.014,2.22522613021428e-96,"CD14+ Mono","chr13-111172637-111174757"
"chr16-72964957-72966475",3.50536844358712e-101,0.535780404013611,0.266,0.017,3.06933566288932e-96,"CD14+ Mono","chr16-72964957-72966475"
"chr1-209822119-209825173",3.59121460905059e-101,0.531226768783619,0.263,0.017,3.14450342383079e-96,"CD14+ Mono","chr1-209822119-209825173"
"chr1-40006021-40007515",3.93341536197729e-101,0.533391179743282,0.254,0.014,3.44413782510093e-96,"CD14+ Mono","chr1-40006021-40007515"
"chr8-23395898-23397282",5.56762606237681e-101,0.530580663257552,0.26,0.017,4.87506905647775e-96,"CD14+ Mono","chr8-23395898-23397282"
"chr14-100807426-100808493",7.81144005469768e-101,0.532575122133172,0.281,0.023,6.83977502629384e-96,"CD14+ Mono","chr14-100807426-100808493"
"chr10-23931982-23933147",9.1142028188927e-101,0.52670306279941,0.252,0.014,7.98048713025063e-96,"CD14+ Mono","chr10-23931982-23933147"
"chr22-30591216-30593170",9.79580050553001e-101,0.531244328135441,0.29,0.028,8.57730088064714e-96,"CD14+ Mono","chr22-30591216-30593170"
"chr8-145085883-145087225",1.30696778898312e-100,0.531668499369261,0.306,0.035,1.14439406571151e-95,"CD14+ Mono","chr8-145085883-145087225"
"chr16-85094886-85097494",1.37222694929922e-100,0.527579033278042,0.262,0.017,1.20153563907589e-95,"CD14+ Mono","chr16-85094886-85097494"
"chr3-171847273-171848778",3.18970049576883e-100,0.510103597305844,0.358,0.062,2.79293365110015e-95,"CD14+ Mono","chr3-171847273-171848778"
"chr17-68164158-68166227",6.49596745590013e-100,0.523769095843316,0.316,0.04,5.68793406406071e-95,"CD14+ Mono","chr17-68164158-68166227"
"chr11-35325158-35326445",7.01304902320362e-100,0.524185920795263,0.248,0.012,6.14069585520733e-95,"CD14+ Mono","chr11-35325158-35326445"
"chr18-74776782-74778142",7.08481781072611e-100,0.518591624314567,0.341,0.056,6.20353732324989e-95,"CD14+ Mono","chr18-74776782-74778142"
"chr2-219246102-219247415",7.177754203177e-100,0.531615652533817,0.272,0.021,6.28491335784381e-95,"CD14+ Mono","chr2-219246102-219247415"
"chr5-1477033-1478828",7.74230798071586e-100,0.537914664579752,0.264,0.019,6.77924229099462e-95,"CD14+ Mono","chr5-1477033-1478828"
"chr17-66308342-66310112",8.50030195721685e-100,0.530188649141157,0.276,0.025,7.44294939675865e-95,"CD14+ Mono","chr17-66308342-66310112"
"chr19-4539618-4542198",9.67615718155488e-100,0.528118840389608,0.261,0.017,8.47253998974127e-95,"CD14+ Mono","chr19-4539618-4542198"
"chr3-49382097-49383934",1.39352336562083e-99,0.533965391653524,0.313,0.041,1.22018299417126e-94,"CD14+ Mono","chr3-49382097-49383934"
